0.	0.1340179942873375	0.40186398452141314
0.1	0.14343145442068947	0.46276652531920515
0.2	0.15507882555258184	0.5381213838698923
0.30000000000000004	0.16969307645215342	0.6326695385649899
0.4	0.18831431013785416	0.7531375840369463
0.5	0.21244226092673396	0.9092225599425032
0.6000000000000001	0.24426822062855802	1.1150883661275208
0.7000000000000001	0.28701350423557465	1.3915460212661712
0.8	0.3453627705170452	1.7688347531253443
0.9	0.42578408256536704	2.288641387349233
1.	0.535814803727168	2.999375195269803
1.1	0.6794281386232601	3.9260521196355738
1.2000000000000002	0.8429570846458042	4.979400734049561
1.3	0.974278740898639	5.822674724284555
1.4000000000000001	0.9977401982490306	5.970120117284908
1.5	0.896094248142312	5.3134816472673
1.6	1.4094602550023165e39	6.39855801579513e39
1.7000000000000002	3.7837267734750233e83	1.927308663708629e84
1.8	4.6736463365129546e123	2.6468861916824706e124
1.9000000000000001	3.9125321385723025e160	2.445332586607679e161
2.	1.339446786133262e195	9.180704850522856e195
